Source_Company,Source_Product_Line,Source_Paint_Name,Source_Paint_ID,Equivalent_Company,Equivalent_Product_Line,Equivalent_Paint_Name,Equivalent_Paint_ID,Match_Type,Similarity_Percent,Confidence,Source,Notes,Hex
Games Workshop,Citadel,Citadel,,Vallejo,Game Color,Skull White,,Dakka Chart Equivalency,,Medium,258583605-Dakka-Dakka.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,FFFFFF
Games Workshop,Citadel,Hoeth Blue,,Vallejo,Game Color,Leviathan,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,4C78AF
Games Workshop,Citadel,Hoeth Blue,,Vallejo,Model Color,Blue,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,4C78AF
Games Workshop,Citadel,Lothern Blue,,Games Workshop,Old Citadel,Ice Blue,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6B9CCE
Games Workshop,Citadel,Lothern Blue,,Vallejo,Game Color,Ice Blue,095,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6B9CCE
Games Workshop,Citadel,Lothern Blue,,Vallejo,Model Color,Azure 2 / Deep,902,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6B9CCE
Games Workshop,Citadel,Lothern Blue,,Rackham,,,9,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6B9CCE
Games Workshop,Citadel,Lothern Blue,,Reaper,Master Series,Voidshield Blue,WP1452,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6B9CCE
Games Workshop,Citadel,Lothern Blue,,Privateer Press,P3,Sky Blue,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,6B9CCE
Games Workshop,Citadel,Teclis Blue,,Games Workshop,Old Citadel,Lightning Bolt,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Teclis Blue,,Vallejo,Game Color,Blue 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Teclis Blue,,Vallejo,Model Color,Electric Blue,023,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Teclis Blue,,Rackham,,Sacred Blue 2,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Teclis Blue,,Reaper,Master Series,,8,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Teclis Blue,,Privateer Press,P3,Sky Blue 2,9018,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Teclis Blue,,Coat D'arms,,High Elf Blue,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Teclis Blue,,Army Painter,,,117,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Teclis Blue,,Scale75,,Electric Blue,WP1113,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,8BB9DD
Games Workshop,Citadel,Thousand Sons,,Games Workshop,Old Citadel,Blue,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,00506F
Games Workshop,Citadel,Thousand Sons,,Vallejo,Game Color,Hydra Turquoise,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,00506F
Games Workshop,Citadel,Thousand Sons,,Vallejo,Model Color,Sentient,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,00506F
Games Workshop,Citadel,Ahriman Blue,,Games Workshop,Old Citadel,Royal Cloak,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,00708A
Games Workshop,Citadel,Ahriman Blue,,Vallejo,Game Color,Cursed Blue,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,00708A
Games Workshop,Citadel,Sotek Green,,Games Workshop,Old Citadel,Hawk Turquoise,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Vallejo,Game Color,Falcon Turquoise,024,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Vallejo,Model Color,Light Turquoise,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Rackham,,,12,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Reaper,Master Series,Marine Teal,9077,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Privateer Press,P3,Meredius Blue,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Coat D'arms,,Aquamarine,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Army Painter,,,132,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Scale75,,Hydra Turquoise,WP1141,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sotek Green,,Two Thin Coats,,Adriatic Blue,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,006B5A
Games Workshop,Citadel,Sybarite Green,,Games Workshop,Old Citadel,Vile Green 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,82C59C
Games Workshop,Citadel,Sybarite Green,,Vallejo,Game Color,Foul Green,025,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,82C59C
Games Workshop,Citadel,Sybarite Green,,Vallejo,Model Color,Park Green Flat,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,82C59C
Games Workshop,Citadel,Sybarite Green,,Rackham,,,13,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,82C59C
Games Workshop,Citadel,Sybarite Green,,Reaper,Master Series,Ghoul Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,82C59C
Games Workshop,Citadel,Kabalite Green,,Games Workshop,Old Citadel,Jade Green 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,069B7D
Games Workshop,Citadel,Kabalite Green,,Vallejo,Game Color,Jade Green,026,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,069B7D
Games Workshop,Citadel,Kabalite Green,,Vallejo,Model Color,Emerald,838,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,069B7D
Games Workshop,Citadel,Kabalite Green,,Rackham,,Eldritch,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,069B7D
Games Workshop,Citadel,Kabalite Green,,Reaper,Master Series,Jade Green 2,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,069B7D
Games Workshop,Citadel,Kabalite Green,,Privateer Press,P3,,158,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,069B7D
Games Workshop,Citadel,Kabalite Green,,Coat D'arms,,Jade Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,069B7D
Games Workshop,Citadel,Scaly Green 1,,Games Workshop,Old Citadel,Scurf/Scurvey Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,026B67
Games Workshop,Citadel,Scaly Green 1,,Vallejo,Game Color,,027,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,026B67
Games Workshop,Citadel,Scaly Green 1,,Vallejo,Model Color,Emerald,838,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,026B67
Games Workshop,Citadel,Scaly Green 1,,Rackham,,Clear Viridian,9131,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,026B67
Games Workshop,Citadel,Incubi Darkness,,Games Workshop,Old Citadel,Dark Sea Blue,898,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,082E32
Games Workshop,Citadel,Incubi Darkness,,Vallejo,Game Color,Hydra Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,082E32
Games Workshop,Citadel,Caliban Green,,Games Workshop,Old Citadel,Dark Angels,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Vallejo,Game Color,Green 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Vallejo,Model Color,Dark Green,028,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Rackham,,Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Reaper,Master Series,IV-15 7,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Privateer Press,P3,Diisha Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Coat D'arms,,,18,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Army Painter,,Pine Green 2,9010,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Scale75,,Gnarls Green 2,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Caliban Green,,Two Thin Coats,,Dark Elf Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,005221
Games Workshop,Citadel,Warpstone Glow,,Games Workshop,Old Citadel,Snot Green 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Vallejo,Game Color,Sick Green,029,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Vallejo,Model Color,Intermediate Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Rackham,,Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Reaper,Master Series,Avagddu,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Privateer Press,P3,Green,17,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Coat D'arms,,Clear Green,9096,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Army Painter,,Ioson Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Scale75,,Bogey Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warpstone Glow,,Two Thin Coats,,,121,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,106B21
Games Workshop,Citadel,Warboss Green,,Games Workshop,Old Citadel,Goblin Green 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Vallejo,Game Color,Goblin Green,030,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Vallejo,Model Color,Pastel Green,885,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Rackham,,,16,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Reaper,Master Series,Field Green 2,9167,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Privateer Press,P3,Goblin Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Coat D'arms,,,108,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Army Painter,,Goblin Green,WP1109,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Scale75,,Goblinoid,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Warboss Green,,Two Thin Coats,,Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,63B521
Games Workshop,Citadel,Elysian Green,,Games Workshop,Old Citadel,Camo Green 1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5A542
Games Workshop,Citadel,Elysian Green,,Vallejo,Game Color,Camouflage Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5A542
Games Workshop,Citadel,Elysian Green,,Vallejo,Model Color,,031,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5A542
Games Workshop,Citadel,Elysian Green,,Rackham,,Ardennes,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5A542
Games Workshop,Citadel,Elysian Green,,Reaper,Master Series,Green Matt,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5A542
Games Workshop,Citadel,Moot Green,,Games Workshop,Old Citadel,Scorpion Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Vallejo,Game Color,1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Vallejo,Model Color,Scorpy Green,032,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Rackham,,Quithayran,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Reaper,Master Series,Green,14,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Privateer Press,P3,Pale Green,9012,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Coat D'arms,,Necrotite,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Army Painter,,Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Scale75,,Scorpion Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Moot Green,,Two Thin Coats,,,152,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A5D610
Games Workshop,Citadel,Bilious Green 1,,Games Workshop,Old Citadel,Livery Green,033,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A9D171
Games Workshop,Citadel,Bilious Green 1,,Vallejo,Game Color,Yellow Green 2,954,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A9D171
Games Workshop,Citadel,Bilious Green 1,,Vallejo,Model Color,Mystic Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,A9D171
Games Workshop,Citadel,Castellan Green,,Games Workshop,Old Citadel,Catachan Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,455440
Games Workshop,Citadel,Castellan Green,,Vallejo,Game Color,1,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,455440
Games Workshop,Citadel,Castellan Green,,Vallejo,Model Color,Cayman Green,067,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,455440
Games Workshop,Citadel,Castellan Green,,Rackham,,Green,,Dakka Chart Equivalency,,Medium,738184066-Paint-Range-Compatibility-Chart-Articles-DakkaDakka-Instinctive-behavior-m.txt,Parsed from Dakka paint compatibility chart; hex is approximate.,455440
