Cluster_Key,Company,Paint_Name,Cluster_Status,Cluster_Size,Rows_With_Color,Rows_Missing_Color,Product_Lines,Paint_Types,Paint_IDs,Missing_Paint_IDs,Example_Hex,Example_RGB,Example_Source_Paint_ID,Recommended_Action
vallejo|golden olive,Vallejo,Golden Olive,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_GOLDEN_OLIVE,,#78923B,"120,146,59",VAL_MODEL_COLOR_GOLDEN_OLIVE,No action needed.
vallejo|golden yellow,Vallejo,Golden Yellow,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_GOLDEN_YELLOW,,#FFCE00,"255,206,0",VAL_MODEL_COLOR_GOLDEN_YELLOW,No action needed.
vallejo|gorgon brown,Vallejo,Gorgon Brown,COMPLETE,1,1,0,Game Color,Acrylic paint,VAL_GAME_COLOR_GORGON_BROWN,,#3D2216,"61,34,22",VAL_GAME_COLOR_GORGON_BROWN,No action needed.
vallejo|gory red,Vallejo,Gory Red,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_GORY_RED,,#810504,"129,5,4",VAL_GAME_COLOR_GORY_RED,No action needed.
vallejo|greasy black,Vallejo,Greasy Black,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_GREASY_BLACK,,#2A2220,"42,34,32",VAL_XPRESS_COLOR_GREASY_BLACK,No action needed.
vallejo|green,Vallejo,Green,COMPLETE,1,1,0,Game Color Ink,Ink,VAL_GAME_COLOR_INK_GREEN,,#8BB36A,"139,179,106",VAL_GAME_COLOR_INK_GREEN,No action needed.
vallejo|green brown,Vallejo,Green Brown,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint | Acrylic paint,VAL_MODEL_AIR_GREEN_BROWN | VAL_MODEL_COLOR_GREEN_BROWN,,#8D7B55,"141,123,85",VAL_MODEL_AIR_GREEN_BROWN,No action needed.
vallejo|green fluo,Vallejo,Green Fluo,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_GREEN_FLUO,,#8BB36A,"139,179,106",VAL_MODEL_COLOR_GREEN_FLUO,No action needed.
vallejo|green gold,Vallejo,Green Gold,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_GREEN_GOLD,,#62593A,"98,89,58",VAL_MODEL_COLOR_GREEN_GOLD,No action needed.
vallejo|green grey,Vallejo,Green Grey,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_GREEN_GREY,,#827E61,"130,126,97",VAL_MODEL_COLOR_GREEN_GREY,No action needed.
vallejo|green ink,Vallejo,Green Ink,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_GREEN_INK,,#108473,"16,132,115",VAL_GAME_COLOR_GREEN_INK,No action needed.
vallejo|green ochre,Vallejo,Green Ochre,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_GREEN_OCHRE,,#A98969,"169,137,105",VAL_MODEL_COLOR_GREEN_OCHRE,No action needed.
vallejo|green rlm 62,Vallejo,Green RLM 62,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_GREEN_RLM_62,,#083C2A,"8,60,42",VAL_MODEL_AIR_GREEN_RLM_62,No action needed.
vallejo|green rlm72,Vallejo,Green RLM72,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_GREEN_RLM72,,#19423E,"25,66,62",VAL_MODEL_AIR_GREEN_RLM72,No action needed.
vallejo|green rlm73,Vallejo,Green RLM73,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_GREEN_RLM73,,#19423E,"25,66,62",VAL_MODEL_AIR_GREEN_RLM73,No action needed.
vallejo|green rust,Vallejo,Green Rust,COMPLETE,2,2,0,Game Color | Game Color Special FX,Acrylic Paint | Effect,VAL_GAME_COLOR_GREEN_RUST | VAL_GAME_COLOR_SPECIAL_FX_GREEN_RUST,,#96C5B2,"150,197,178",VAL_GAME_COLOR_GREEN_RUST,No action needed.
vallejo|green shade wash,Vallejo,Green Shade Wash,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_GREEN_SHADE_WASH,,#434F38,"67,79,56",VAL_GAME_COLOR_GREEN_SHADE_WASH,No action needed.
vallejo|green sky,Vallejo,Green Sky,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_GREEN_SKY,,#59AD84,"89,173,132",VAL_MODEL_COLOR_GREEN_SKY,No action needed.
vallejo|green wash,Vallejo,Green Wash,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_GREEN_WASH,,#434F38,"67,79,56",VAL_GAME_COLOR_GREEN_WASH,No action needed.
vallejo|green yellow,Vallejo,Green Yellow,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_GREEN_YELLOW,,#6F6A4C,"111,106,76",VAL_MODEL_COLOR_GREEN_YELLOW,No action needed.
vallejo|green zinc chromate,Vallejo,Green Zinc Chromate,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_GREEN_ZINC_CHROMATE,,#6FAE4E,"111,174,78",VAL_MODEL_AIR_GREEN_ZINC_CHROMATE,No action needed.
vallejo|grey blue,Vallejo,Grey Blue,COMPLETE,2,2,0,Model Air | Model Color,Acrylic airbrush paint | Acrylic paint,VAL_MODEL_AIR_GREY_BLUE | VAL_MODEL_COLOR_GREY_BLUE,,#45708D,"69,112,141",VAL_MODEL_AIR_GREY_BLUE,No action needed.
vallejo|grey blue rlm84,Vallejo,Grey Blue RLM84,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_GREY_BLUE_RLM84,,#63B521,"99,181,33",VAL_MODEL_AIR_GREY_BLUE_RLM84,No action needed.
vallejo|grey brown,Vallejo,Grey Brown,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_GREY_BROWN,,#5B4922,"91,73,34",VAL_MODEL_COLOR_GREY_BROWN,No action needed.
vallejo|grey green,Vallejo,Grey Green,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint | Acrylic paint,VAL_MODEL_AIR_GREY_GREEN | VAL_MODEL_COLOR_GREY_GREEN,,#565A60,"86,90,96",VAL_MODEL_AIR_GREY_GREEN,No action needed.
vallejo|grey green rlm74,Vallejo,Grey Green RLM74,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_GREY_GREEN_RLM74,,#4D4A4A,"77,74,74",VAL_MODEL_AIR_GREY_GREEN_RLM74,No action needed.
vallejo|grey rlm 84,Vallejo,Grey RLM 84,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_GREY_RLM_84,,#63B521,"99,181,33",VAL_MODEL_AIR_GREY_RLM_84,No action needed.
vallejo|grey rlm02,Vallejo,Grey RLM02,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_GREY_RLM02,,#083C2A,"8,60,42",VAL_MODEL_AIR_GREY_RLM02,No action needed.
vallejo|grey violet rlm75,Vallejo,Grey Violet RLM75,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_GREY_VIOLET_RLM75,,#999999,"153,153,153",VAL_MODEL_AIR_GREY_VIOLET_RLM75,No action needed.
vallejo|grunge brown,Vallejo,Grunge Brown,COMPLETE,1,1,0,Game Color,Acrylic paint,VAL_GAME_COLOR_GRUNGE_BROWN,,#69361B,"105,54,27",VAL_GAME_COLOR_GRUNGE_BROWN,No action needed.
vallejo|gun metal,Vallejo,Gun Metal,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_GUN_METAL,,#393939,"57,57,57",VAL_MODEL_AIR_GUN_METAL,No action needed.
vallejo|gunmetal,Vallejo,Gunmetal,COMPLETE,2,2,0,Game Color | Model Color,Acrylic Paint | Acrylic paint,VAL_GAME_COLOR_GUNMETAL | VAL_MODEL_COLOR_GUNMETAL,,#393939,"57,57,57",VAL_GAME_COLOR_GUNMETAL,No action needed.
vallejo|gunmetal gunmetal metal,Vallejo,Gunmetal / Gunmetal Metal,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_GUNMETAL_GUNMETAL_METAL,,#393939,"57,57,57",VAL_GAME_COLOR_GUNMETAL_GUNMETAL_METAL,No action needed.
vallejo|gunmetal blue,Vallejo,Gunmetal Blue,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_GUNMETAL_BLUE,,#2F3438,"47,52,56",VAL_MODEL_COLOR_GUNMETAL_BLUE,No action needed.
vallejo|gunmetal grey,Vallejo,Gunmetal Grey,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_GUNMETAL_GREY,,#444B51,"68,75,81",VAL_MODEL_COLOR_GUNMETAL_GREY,No action needed.
vallejo|gunship green,Vallejo,Gunship Green,COMPLETE,2,2,0,Model Air | Model Color,Acrylic airbrush paint | Acrylic paint,VAL_MODEL_AIR_GUNSHIP_GREEN | VAL_MODEL_COLOR_GUNSHIP_GREEN,,#3D685E,"61,104,94",VAL_MODEL_AIR_GUNSHIP_GREEN,No action needed.
vallejo|hammered copper,Vallejo,Hammered Copper,COMPLETE,2,2,0,Game Color | Game Color Metallic,Acrylic Paint | Metallic,VAL_GAME_COLOR_HAMMERED_COPPER | VAL_GAME_COLOR_METALLIC_HAMMERED_COPPER,,#73372D,"115,55,45",VAL_GAME_COLOR_HAMMERED_COPPER,No action needed.
vallejo|heavy blackgreen,Vallejo,Heavy Blackgreen,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_BLACKGREEN,,#19423E,"25,66,62",VAL_GAME_COLOR_HEAVY_BLACKGREEN,No action needed.
vallejo|heavy blue,Vallejo,Heavy Blue,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_BLUE,,#29556D,"41,85,109",VAL_GAME_COLOR_HEAVY_BLUE,No action needed.
vallejo|heavy bluegrey,Vallejo,Heavy Bluegrey,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_BLUEGREY,,#96A5A9,"150,165,169",VAL_GAME_COLOR_HEAVY_BLUEGREY,No action needed.
vallejo|heavy brown,Vallejo,Heavy Brown,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_BROWN,,#705E50,"112,94,80",VAL_GAME_COLOR_HEAVY_BROWN,No action needed.
vallejo|heavy charcoal,Vallejo,Heavy Charcoal,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_CHARCOAL,,#4D4A4A,"77,74,74",VAL_GAME_COLOR_HEAVY_CHARCOAL,No action needed.
vallejo|heavy goldbrown,Vallejo,Heavy Goldbrown,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_GOLDBROWN,,#9C8A53,"156,138,83",VAL_GAME_COLOR_HEAVY_GOLDBROWN,No action needed.
vallejo|heavy green,Vallejo,Heavy Green,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_GREEN,,#434F38,"67,79,56",VAL_GAME_COLOR_HEAVY_GREEN,No action needed.
vallejo|heavy grey,Vallejo,Heavy Grey,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_GREY,,#7C8286,"124,130,134",VAL_GAME_COLOR_HEAVY_GREY,No action needed.
vallejo|heavy khaki,Vallejo,Heavy Khaki,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_KHAKI,,#6A6445,"106,100,69",VAL_GAME_COLOR_HEAVY_KHAKI,No action needed.
vallejo|heavy ochre,Vallejo,Heavy Ochre,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_OCHRE,,#976F3C,"151,111,60",VAL_GAME_COLOR_HEAVY_OCHRE,No action needed.
vallejo|heavy orange,Vallejo,Heavy Orange,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_ORANGE,,#A4593D,"164,89,61",VAL_GAME_COLOR_HEAVY_ORANGE,No action needed.
vallejo|heavy red,Vallejo,Heavy Red,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_RED,,#943238,"148,50,56",VAL_GAME_COLOR_HEAVY_RED,No action needed.
vallejo|heavy siena,Vallejo,Heavy Siena,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_SIENA,,#6D5044,"109,80,68",VAL_GAME_COLOR_HEAVY_SIENA,No action needed.
vallejo|heavy skintone,Vallejo,Heavy Skintone,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_SKINTONE,,#8D736C,"141,115,108",VAL_GAME_COLOR_HEAVY_SKINTONE,No action needed.
vallejo|heavy violet,Vallejo,Heavy Violet,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_VIOLET,,#4F566C,"79,86,108",VAL_GAME_COLOR_HEAVY_VIOLET,No action needed.
vallejo|heavy warm grey,Vallejo,Heavy Warm Grey,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_WARM_GREY,,#939066,"147,144,102",VAL_GAME_COLOR_HEAVY_WARM_GREY,No action needed.
vallejo|heavy warmgrey,Vallejo,Heavy Warmgrey,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEAVY_WARMGREY,,#B9ADA1,"185,173,161",VAL_GAME_COLOR_HEAVY_WARMGREY,No action needed.
vallejo|hemp,Vallejo,Hemp,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_HEMP,,#9B8C7B,"155,140,123",VAL_MODEL_AIR_HEMP,No action needed.
vallejo|heretic turquoise,Vallejo,Heretic Turquoise,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_HERETIC_TURQUOISE,,#013A37,"1,58,55",VAL_XPRESS_COLOR_HERETIC_TURQUOISE,No action needed.
vallejo|hexed lichen,Vallejo,Hexed Lichen,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HEXED_LICHEN,,#34274D,"52,39,77",VAL_GAME_COLOR_HEXED_LICHEN,No action needed.
vallejo|hospitallier black,Vallejo,Hospitallier Black,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_HOSPITALLIER_BLACK,,#14100F,"20,16,15",VAL_XPRESS_COLOR_HOSPITALLIER_BLACK,No action needed.
vallejo|hot orange,Vallejo,Hot Orange,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_HOT_ORANGE,,#E43027,"228,48,39",VAL_GAME_COLOR_HOT_ORANGE,No action needed.
vallejo|hull red,Vallejo,Hull Red,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint,VAL_MODEL_AIR_HULL_RED | VAL_MODEL_COLOR_HULL_RED,,#390008,"57,0,8",VAL_MODEL_AIR_HULL_RED,No action needed.
vallejo|idf sand grey 73,Vallejo,IDF Sand Grey 73,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_IDF_SAND_GREY_73,,#DBC58E,"219,197,142",VAL_MODEL_AIR_IDF_SAND_GREY_73,No action needed.
vallejo|ija light grey green,Vallejo,IJA Light Grey Green,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_IJA_LIGHT_GREY_GREEN,,#827E61,"130,126,97",VAL_MODEL_AIR_IJA_LIGHT_GREY_GREEN,No action needed.
vallejo|ice blue,Vallejo,Ice Blue,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_ICE_BLUE,,#6B9CCE,"107,156,206",VAL_GAME_COLOR_ICE_BLUE,No action needed.
vallejo|ice yellow,Vallejo,Ice Yellow,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_ICE_YELLOW,,#FEEF87,"254,239,135",VAL_MODEL_COLOR_ICE_YELLOW,No action needed.
vallejo|iceberg grey,Vallejo,Iceberg Grey,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_ICEBERG_GREY,,#363D4C,"54,61,76",VAL_XPRESS_COLOR_ICEBERG_GREY,No action needed.
vallejo|imperial blue,Vallejo,Imperial Blue,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_IMPERIAL_BLUE,,#5B8093,"91,128,147",VAL_GAME_COLOR_IMPERIAL_BLUE,No action needed.
vallejo|imperial yellow,Vallejo,Imperial Yellow,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_IMPERIAL_YELLOW,,#F7C733,"247,199,51",VAL_XPRESS_COLOR_IMPERIAL_YELLOW,No action needed.
vallejo|infantry blue,Vallejo,Infantry Blue,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_INFANTRY_BLUE,,#25202B,"37,32,43",VAL_MODEL_COLOR_INFANTRY_BLUE,No action needed.
vallejo|insignia blue,Vallejo,Insignia Blue,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_INSIGNIA_BLUE,,#293340,"41,51,64",VAL_MODEL_AIR_INSIGNIA_BLUE,No action needed.
vallejo|insignia white,Vallejo,Insignia White,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_INSIGNIA_WHITE,,#FFFFFF,"255,255,255",VAL_MODEL_AIR_INSIGNIA_WHITE,No action needed.
vallejo|interior green,Vallejo,Interior Green,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_INTERIOR_GREEN,,#675F41,"103,95,65",VAL_MODEL_AIR_INTERIOR_GREEN,No action needed.
vallejo|intermediate blue,Vallejo,Intermediate Blue,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint,VAL_MODEL_AIR_INTERMEDIATE_BLUE | VAL_MODEL_COLOR_INTERMEDIATE_BLUE,,#607A80,"96,122,128",VAL_MODEL_AIR_INTERMEDIATE_BLUE,No action needed.
vallejo|intermediate green,Vallejo,Intermediate Green,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_INTERMEDIATE_GREEN,,#49944F,"73,148,79",VAL_MODEL_COLOR_INTERMEDIATE_GREEN,No action needed.
vallejo|iraqi sand,Vallejo,Iraqi Sand,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_IRAQI_SAND,,#B89972,"184,153,114",VAL_MODEL_COLOR_IRAQI_SAND,No action needed.
vallejo|italian red,Vallejo,Italian Red,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_ITALIAN_RED,,#DA3630,"218,54,48",VAL_MODEL_AIR_ITALIAN_RED,No action needed.
vallejo|ivory,Vallejo,Ivory,COMPLETE,2,2,0,Model Air | Model Color,Acrylic airbrush paint | Acrylic paint,VAL_MODEL_AIR_IVORY | VAL_MODEL_COLOR_IVORY,,#EFF1D9,"239,241,217",VAL_MODEL_AIR_IVORY,No action needed.
vallejo|ivory rlm05,Vallejo,Ivory RLM05,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_IVORY_RLM05,,#E7EFC6,"231,239,198",VAL_MODEL_AIR_IVORY_RLM05,No action needed.
vallejo|jade green,Vallejo,Jade Green,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_JADE_GREEN,,#069B7D,"6,155,125",VAL_GAME_COLOR_JADE_GREEN,No action needed.
vallejo|japan uniform green wwii,Vallejo,Japan Uniform Green WWII,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_JAPAN_UNIFORM_GREEN_WWII,,#73694E,"115,105,78",VAL_MODEL_COLOR_JAPAN_UNIFORM_GREEN_WWII,No action needed.
vallejo|japan unif wwii,Vallejo,Japan. Unif. WWII,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_JAPAN_UNIF_WWII,,#73694E,"115,105,78",VAL_MODEL_COLOR_JAPAN_UNIF_WWII,No action needed.
vallejo|khaki,Vallejo,Khaki,COMPLETE,2,2,0,Game Color | Model Color,Acrylic Paint | Acrylic paint,VAL_GAME_COLOR_KHAKI | VAL_MODEL_COLOR_KHAKI,,#9B8C7B,"155,140,123",VAL_GAME_COLOR_KHAKI,No action needed.
vallejo|khaki brown,Vallejo,Khaki Brown,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_KHAKI_BROWN,,#705E50,"112,94,80",VAL_MODEL_AIR_KHAKI_BROWN,No action needed.
vallejo|khaki drill,Vallejo,Khaki Drill,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_KHAKI_DRILL,,#865D2D,"134,93,45",VAL_XPRESS_COLOR_KHAKI_DRILL,No action needed.
vallejo|khaki grey,Vallejo,Khaki Grey,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_KHAKI_GREY,,#8B7F5D,"139,127,93",VAL_MODEL_COLOR_KHAKI_GREY,No action needed.
vallejo|landser grey,Vallejo,Landser Grey,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_LANDSER_GREY,,#332E2D,"51,46,45",VAL_XPRESS_COLOR_LANDSER_GREY,No action needed.
vallejo|lavender grey,Vallejo,Lavender Grey,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LAVENDER_GREY,,#7E6E6E,"126,110,110",VAL_MODEL_COLOR_LAVENDER_GREY,No action needed.
vallejo|leather brown,Vallejo,Leather Brown,COMPLETE,2,2,0,Game Color | Model Color,Acrylic paint,VAL_GAME_COLOR_LEATHER_BROWN | VAL_MODEL_COLOR_LEATHER_BROWN,,#764823,"118,72,35",VAL_GAME_COLOR_LEATHER_BROWN,No action needed.
vallejo|legacy blue,Vallejo,Legacy Blue,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_LEGACY_BLUE,,#221C3F,"34,28,63",VAL_XPRESS_COLOR_LEGACY_BLUE,No action needed.
vallejo|lemon yellow,Vallejo,Lemon Yellow,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_LEMON_YELLOW,,#FFF700,"255,247,0",VAL_MODEL_COLOR_LEMON_YELLOW,No action needed.
vallejo|light blue green,Vallejo,Light Blue Green,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIGHT_BLUE_GREEN,,#0097A4,"0,151,164",VAL_MODEL_COLOR_LIGHT_BLUE_GREEN,No action needed.
vallejo|light blue rlm65,Vallejo,Light Blue RLM65,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_LIGHT_BLUE_RLM65,,#83B5B2,"131,181,178",VAL_MODEL_AIR_LIGHT_BLUE_RLM65,No action needed.
vallejo|light blue rlm76,Vallejo,Light Blue RLM76,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_LIGHT_BLUE_RLM76,,#83B5B2,"131,181,178",VAL_MODEL_AIR_LIGHT_BLUE_RLM76,No action needed.
vallejo|light blue rlm78,Vallejo,Light Blue RLM78,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_LIGHT_BLUE_RLM78,,#83B5B2,"131,181,178",VAL_MODEL_AIR_LIGHT_BLUE_RLM78,No action needed.
vallejo|light brown,Vallejo,Light Brown,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint | Acrylic paint,VAL_MODEL_AIR_LIGHT_BROWN | VAL_MODEL_COLOR_LIGHT_BROWN,,#BF764E,"191,118,78",VAL_MODEL_AIR_LIGHT_BROWN,No action needed.
vallejo|light emerald,Vallejo,Light Emerald,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIGHT_EMERALD,,#007B72,"0,123,114",VAL_MODEL_COLOR_LIGHT_EMERALD,No action needed.
vallejo|light flesh,Vallejo,Light Flesh,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_LIGHT_FLESH,,#FEEDD0,"254,237,208",VAL_MODEL_COLOR_LIGHT_FLESH,No action needed.
vallejo|light green,Vallejo,Light Green,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint,VAL_MODEL_AIR_LIGHT_GREEN | VAL_MODEL_COLOR_LIGHT_GREEN,,#00A850,"0,168,80",VAL_MODEL_AIR_LIGHT_GREEN,No action needed.
vallejo|light green blue,Vallejo,Light Green Blue,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIGHT_GREEN_BLUE,,#6D9A95,"109,154,149",VAL_MODEL_COLOR_LIGHT_GREEN_BLUE,No action needed.
vallejo|light green chromate,Vallejo,Light Green Chromate,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_LIGHT_GREEN_CHROMATE,,#63B521,"99,181,33",VAL_MODEL_AIR_LIGHT_GREEN_CHROMATE,No action needed.
vallejo|light green grey,Vallejo,Light Green Grey,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIGHT_GREEN_GREY,,#93A79C,"147,167,156",VAL_MODEL_COLOR_LIGHT_GREEN_GREY,No action needed.
vallejo|light green rlm82,Vallejo,Light Green RLM82,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_LIGHT_GREEN_RLM82,,#434F38,"67,79,56",VAL_MODEL_AIR_LIGHT_GREEN_RLM82,No action needed.
vallejo|light grey,Vallejo,Light Grey,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint | Acrylic paint,VAL_MODEL_AIR_LIGHT_GREY | VAL_MODEL_COLOR_LIGHT_GREY,,#949C9A,"148,156,154",VAL_MODEL_AIR_LIGHT_GREY,No action needed.
vallejo|light grey green,Vallejo,Light Grey Green,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_LIGHT_GREY_GREEN,,#083C2A,"8,60,42",VAL_MODEL_AIR_LIGHT_GREY_GREEN,No action needed.
vallejo|light mud,Vallejo,Light Mud,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIGHT_MUD,,#79755A,"121,117,90",VAL_MODEL_COLOR_LIGHT_MUD,No action needed.
vallejo|light orange,Vallejo,Light Orange,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_LIGHT_ORANGE,,#F68627,"246,134,39",VAL_MODEL_COLOR_LIGHT_ORANGE,No action needed.
vallejo|light pink,Vallejo,Light Pink,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIGHT_PINK,,#E08DA2,"224,141,162",VAL_MODEL_COLOR_LIGHT_PINK,No action needed.
vallejo|light red,Vallejo,Light Red,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_LIGHT_RED,,#E1431E,"225,67,30",VAL_MODEL_AIR_LIGHT_RED,No action needed.
vallejo|light sea blue,Vallejo,Light Sea Blue,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_LIGHT_SEA_BLUE,,#00A6DA,"0,166,218",VAL_MODEL_AIR_LIGHT_SEA_BLUE,No action needed.
