Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,GW_Match_Name,GW_Match_Product_Line,GW_Match_Paint_ID,GW_Match_Hex,GW_Match_RGB,Comparison_Page,Match_Distance,Match_Confidence,GW_Match_Paint_ID,GW_Match_Name,GW_Match_Product_Line,GW_Match_Paint_Type,GW_Match_Hex,GW_Match_RGB,GW_RGB_Distance,Match_Confidence,GW_Match_Method
PA_PRO_ACRYL_MAHOGANY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Mahogany,MAHOGANY,#493335,73,51,53,"73,51,53",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Rhinox Hide (Base), PDF p.20, confidence: Low/manual audit.",#493335,Rhinox Hide,Base,GW_BASE_RHINOX_HIDE,#493335,"73,51,53",20,769.2,Low/manual audit,GW_BASE_RHINOX_HIDE,Rhinox Hide,Base,Base,#493435,"73,52,53",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BURNT_SIENNA,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Burnt Sienna,BURNT SIENNA,#5D000A,93,0,10,"93,0,10",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Doombull Brown (Layer), PDF p.20, confidence: Medium.",#5D000A,Doombull Brown,Layer,GW_LAYER_DOOMBULL_BROWN,#5D000A,"93,0,10",20,506.7,Medium,GW_BASE_CATACHAN_FLESH,Catachan Flesh,Base,Base,#5D0009,"93,0,9",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_GOLDEN_BROWN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Golden Brown,GOLDEN BROWN,#D7A767,215,167,103,"215,167,103",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ungor Flesh (Layer), PDF p.20, confidence: High.",#D7A767,Ungor Flesh,Layer,GW_LAYER_UNGOR_FLESH,#D7A767,"215,167,103",20,330,High,GW_LAYER_UNGOR_FLESH,Ungor Flesh,Layer,Layer,#D6A766,"214,167,102",1.41,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_WARM_FLESH,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Warm Flesh,WARM FLESH,#CBB48B,203,180,139,"203,180,139",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Flayed One Flesh (Layer), PDF p.21, confidence: Medium.",#CBB48B,Flayed One Flesh,Layer,GW_LAYER_FLAYED_ONE_FLESH,#CBB48B,"203,180,139",21,530.7,Medium,GW_LAYER_LIBERATOR_GOLD,Liberator Gold,Layer,Layer,#D3B587,"211,181,135",9,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BEIGE_RED,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Beige Red,BEIGE RED,#D7A767,215,167,103,"215,167,103",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ungor Flesh (Layer), PDF p.21, confidence: Low/manual audit.",#D7A767,Ungor Flesh,Layer,GW_LAYER_UNGOR_FLESH,#D7A767,"215,167,103",21,865.4,Low/manual audit,GW_LAYER_UNGOR_FLESH,Ungor Flesh,Layer,Layer,#D6A766,"214,167,102",1.41,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_WARM_FLESH,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Warm Flesh,DARK WARM FLESH,#AE6B4E,174,107,78,"174,107,78",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ratskin Flesh (Base), PDF p.21, confidence: Medium.",#AE6B4E,Ratskin Flesh,Base,GW_BASE_RATSKIN_FLESH,#AE6B4E,"174,107,78",21,419,Medium,GW_BASE_RATSKIN_FLESH,Ratskin Flesh,Base,Base,#AD6B4C,"173,107,76",2.24,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_TAN_FLESH,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Tan Flesh,TAN FLESH,#845045,132,80,69,"132,80,69",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Bugman‘s Glow (Base), PDF p.22, confidence: High.",#845045,Bugman‘s Glow,Base,GW_BASE_BUGMAN_S_GLOW,#845045,"132,80,69",22,335.2,High,GW_BASE_BUGMAN_S_GLOW,Bugman's Glow,Base,Base,#834F44,"131,79,68",1.73,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_ADVANCED_FLESH_TONE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Advanced Flesh Tone,ADVANCED FLESH TONE,#AE6B4E,174,107,78,"174,107,78",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ratskin Flesh (Base), PDF p.21, confidence: High.",#AE6B4E,Ratskin Flesh,Base,GW_BASE_RATSKIN_FLESH,#AE6B4E,"174,107,78",21,334.5,High,GW_BASE_RATSKIN_FLESH,Ratskin Flesh,Base,Base,#AD6B4C,"173,107,76",2.24,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_SHADOW_FLESH,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Shadow Flesh,BRIGHT SHADOW FLESH,#AE6B4E,174,107,78,"174,107,78",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ratskin Flesh (Base), PDF p.22, confidence: High.",#AE6B4E,Ratskin Flesh,Base,GW_BASE_RATSKIN_FLESH,#AE6B4E,"174,107,78",22,322.5,High,GW_BASE_RATSKIN_FLESH,Ratskin Flesh,Base,Base,#AD6B4C,"173,107,76",2.24,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_SHADOW_FLESH,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Shadow Flesh,SHADOW FLESH,#AE6B4E,174,107,78,"174,107,78",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ratskin Flesh (Base), PDF p.22, confidence: Low/manual audit.",#AE6B4E,Ratskin Flesh,Base,GW_BASE_RATSKIN_FLESH,#AE6B4E,"174,107,78",22,800,Low/manual audit,GW_BASE_RATSKIN_FLESH,Ratskin Flesh,Base,Base,#AD6B4C,"173,107,76",2.24,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_WARM_BROWN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Warm Brown,WARM BROWN,#654641,101,70,65,"101,70,65",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Gorthor Brown (Layer), PDF p.23, confidence: Medium.",#654641,Gorthor Brown,Layer,GW_LAYER_GORTHOR_BROWN,#654641,"101,70,65",23,532.6,Medium,GW_LAYER_GORTHOR_BROWN,Gorthor Brown,Layer,Layer,#654741,"101,71,65",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BLACK_BROWN,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Black Brown,BLACK BROWN,#493335,73,51,53,"73,51,53",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Rhinox Hide (Base), PDF p.23, confidence: Medium.",#493335,Rhinox Hide,Base,GW_BASE_RHINOX_HIDE,#493335,"73,51,53",23,400,Medium,GW_BASE_RHINOX_HIDE,Rhinox Hide,Base,Base,#493435,"73,52,53",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_LIGHT_UMBER,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Light Umber,LIGHT UMBER,#654641,101,70,65,"101,70,65",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Gorthor Brown (Layer), PDF p.23, confidence: High.",#654641,Gorthor Brown,Layer,GW_LAYER_GORTHOR_BROWN,#654641,"101,70,65",23,334.5,High,GW_LAYER_GORTHOR_BROWN,Gorthor Brown,Layer,Layer,#654741,"101,71,65",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_UMBER,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Umber,DARK UMBER,#650A09,101,10,9,"101,10,9",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Mournfang Brown (Base), PDF p.23, confidence: High.",#650A09,Mournfang Brown,Base,GW_BASE_MOURNFANG_BROWN,#650A09,"101,10,9",23,381.1,High,GW_BASE_MOURNFANG_BROWN,Mournfang Brown,Base,Base,#640909,"100,9,9",1.41,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_RED_GREY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Red Grey,RED GREY,#A29E92,162,158,146,"162,158,146",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Rakarth Flesh (Base), PDF p.24, confidence: Medium.",#A29E92,Rakarth Flesh,Base,GW_BASE_RAKARTH_FLESH,#A29E92,"162,158,146",24,400,Medium,GW_BASE_RAKARTH_FLESH,Rakarth Flesh,Base,Base,#A29E91,"162,158,145",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BROWN_GREY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Brown Grey,BROWN GREY,#736C66,115,108,102,"115,108,102",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Stormvermin Fur (Layer), PDF p.24, confidence: Low/manual audit.",#736C66,Stormvermin Fur,Layer,GW_LAYER_STORMVERMIN_FUR,#736C66,"115,108,102",24,1068.7,Low/manual audit,GW_LAYER_STORMVERMIN_FUR,Stormvermin Fur,Layer,Layer,#736B65,"115,107,101",1.41,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_WARM_GREY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Warm Grey,BRIGHT WARM GREY,#736C66,115,108,102,"115,108,102",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Stormvermin Fur (Layer), PDF p.24, confidence: Medium.",#736C66,Stormvermin Fur,Layer,GW_LAYER_STORMVERMIN_FUR,#736C66,"115,108,102",24,400,Medium,GW_LAYER_STORMVERMIN_FUR,Stormvermin Fur,Layer,Layer,#736B65,"115,107,101",1.41,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_WARM_GREY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Warm Grey,WARM GREY,#C7E0DA,199,224,218,"199,224,218",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ulthuan Grey (Layer), PDF p.25, confidence: Low/manual audit.",#C7E0DA,Ulthuan Grey,Layer,GW_LAYER_ULTHUAN_GREY,#C7E0DA,"199,224,218",25,772.4,Low/manual audit,GW_LAYER_ULTHUAN_GREY,Ulthuan Grey,Layer,Layer,#C7E0D9,"199,224,217",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_WARM_GREY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Warm Grey,DARK WARM GREY,#48413B,72,65,59,"72,65,59",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Skavenblight Dinge (Layer), PDF p.25, confidence: High.",#48413B,Skavenblight Dinge,Layer,GW_LAYER_SKAVENBLIGHT_DINGE,#48413B,"72,65,59",25,326,High,GW_LAYER_SKAVENBLIGHT_DINGE,Skavenblight Dinge,Layer,Layer,#47413B,"71,65,59",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BOLD_TITANIUM_WHITE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bold Titanium White,BOLD TITANIUM WHITE,#C7E0DA,199,224,218,"199,224,218",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Ulthuan Grey (Layer), PDF p.25, confidence: Medium.",#C7E0DA,Ulthuan Grey,Layer,GW_LAYER_ULTHUAN_GREY,#C7E0DA,"199,224,218",25,418.5,Medium,GW_LAYER_ULTHUAN_GREY,Ulthuan Grey,Layer,Layer,#C7E0D9,"199,224,217",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_HEAVY_TITANI_UM_WHITE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Heavy Titani- um White,HEAVY TITANI- UM WHITE,#FFFFFF,255,255,255,"255,255,255",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Corax White (Base), PDF p.25, confidence: Medium.",#FFFFFF,Corax White,Base,GW_BASE_CORAX_WHITE,#FFFFFF,"255,255,255",25,418.5,Medium,GW_BASE_CORAX_WHITE,Corax White,Base,Base,#FFFFFF,"255,255,255",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_NEUTRAL_GREY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Neutral Grey,BRIGHT NEUTRAL GREY,#FFFFFF,255,255,255,"255,255,255",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Corax White (Base), PDF p.25, confidence: High.",#FFFFFF,Corax White,Base,GW_BASE_CORAX_WHITE,#FFFFFF,"255,255,255",25,334.5,High,GW_BASE_CORAX_WHITE,Corax White,Base,Base,#FFFFFF,"255,255,255",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_NEUTRAL_GREY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Neutral Grey,NEUTRAL GREY,#4A4F53,74,79,83,"74,79,83",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Eshin Grey (Layer), PDF p.25, confidence: Low/manual audit.",#4A4F53,Eshin Grey,Layer,GW_LAYER_ESHIN_GREY,#4A4F53,"74,79,83",25,771.7,Low/manual audit,GW_LAYER_ESHIN_GREY,Eshin Grey,Layer,Layer,#4A4F52,"74,79,82",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_NEUTRAL_GREY,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Neutral Grey,DARK NEUTRAL GREY,#4A4F53,74,79,83,"74,79,83",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Eshin Grey (Layer), PDF p.25, confidence: High.",#4A4F53,Eshin Grey,Layer,GW_LAYER_ESHIN_GREY,#4A4F53,"74,79,83",25,322.5,High,GW_LAYER_ESHIN_GREY,Eshin Grey,Layer,Layer,#4A4F52,"74,79,82",1,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_COAL_BLACK,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Coal Black,COAL BLACK,#231F20,35,31,32,"35,31,32",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Abaddon Black (Base), PDF p.27, confidence: High.",#231F20,Abaddon Black,Base,GW_BASE_ABADDON_BLACK,#231F20,"35,31,32",27,326.5,High,GW_BASE_ABADDON_BLACK,Abaddon Black,Base,Base,#231F20,"35,31,32",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_SATIN_BLACK,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Satin Black,SATIN BLACK,#3C5051,60,80,81,"60,80,81",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Dark Reaper (Layer), PDF p.27, confidence: Medium.",#3C5051,Dark Reaper,Layer,GW_LAYER_DARK_REAPER,#3C5051,"60,80,81",27,518.6,Medium,GW_LAYER_DARK_REAPER,Dark Reaper,Layer,Layer,#3B5150,"59,81,80",1.73,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_SILVER,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Silver,SILVER,#C6CBD0,198,203,208,"198,203,208",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Runefang Steel (Layer), PDF p.28, confidence: Medium.",#C6CBD0,Runefang Steel,Layer,GW_LAYER_RUNEFANG_STEEL,#C6CBD0,"198,203,208",28,654.2,Medium,GW_LAYER_RUNEFANG_STEEL,Runefang Steel,Layer,Layer,#C3CACE,"195,202,206",3.74,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_DARK_SILVER,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Dark Silver,DARK SILVER,#475659,71,86,89,"71,86,89",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Leadbelcher (Base), PDF p.28, confidence: Medium.",#475659,Leadbelcher,Base,GW_BASE_LEADBELCHER,#475659,"71,86,89",28,518.6,Medium,GW_LAYER_ESHIN_GREY,Eshin Grey,Layer,Layer,#4A4F52,"74,79,82",10.34,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_WHITE_GOLD,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,White Gold,WHITE GOLD,#CEAE65,206,174,101,"206,174,101",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Retributor Armour (Base), PDF p.29, confidence: Low/manual audit.",#CEAE65,Retributor Armour,Base,GW_BASE_RETRIBUTOR_ARMOUR,#CEAE65,"206,174,101",29,755.2,Low/manual audit,GW_LAYER_UNGOR_FLESH,Ungor Flesh,Layer,Layer,#D6A766,"214,167,102",10.68,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_LIGHT_BRONZE,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Light Bronze,LIGHT BRONZE,#D5C4AA,213,196,170,"213,196,170",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Liberator Gold (Layer), PDF p.29, confidence: Medium.",#D5C4AA,Liberator Gold,Layer,GW_LAYER_LIBERATOR_GOLD,#D5C4AA,"213,196,170",29,664.3,Medium,GW_DRY_LONGBEARD_GREY,Longbeard Grey,Dry,Dry,#CECEAF,"206,206,175",13.19,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_BRIGHT_GOLD,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Bright Gold,BRIGHT GOLD,#D5C4AA,213,196,170,"213,196,170",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Liberator Gold (Layer), PDF p.29, confidence: High.",#D5C4AA,Liberator Gold,Layer,GW_LAYER_LIBERATOR_GOLD,#D5C4AA,"213,196,170",29,334.5,High,GW_DRY_LONGBEARD_GREY,Longbeard Grey,Dry,Dry,#CECEAF,"206,206,175",13.19,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
PA_PRO_ACRYL_RICH_GOLD,Monument Hobbies,Pro Acryl,Pro Acryl,PRO_ACRYL,,Rich Gold,RICH GOLD,#CEAE65,206,174,101,"206,174,101",Acrylic/Metallic comparison color,Active/Unknown,GW_registry_v6_colorfilled(1).xlsx; 883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Approx Hex/RGB copied from GW registry using nearest GW swatch from Stahly 7-in-1 comparison PDF; not canonical Pro Acryl manufacturer color. GW match: Retributor Armour (Base), PDF p.29, confidence: High.",#CEAE65,Retributor Armour,Base,GW_BASE_RETRIBUTOR_ARMOUR,#CEAE65,"206,174,101",29,322.6,High,GW_LAYER_UNGOR_FLESH,Ungor Flesh,Layer,Layer,#D6A766,"214,167,102",10.68,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
