paint_id,brand,paint_name,paint_type,color_family,triad_family,hex,status,source_group,source_column,source_row,notes
army_painter_fanatic_necrotic_flesh,Army Painter,Necrotic Flesh,Warpaints Fanatic,Green,Olive Greens,#BFC292,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_olive_drab,Army Painter,Olive Drab,Warpaints Fanatic,Green,Olive Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_olive_greens,Army Painter,Olive Greens,Warpaints Fanatic,Green,Olive Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_woodland_camo,Army Painter,Woodland Camo,Warpaints Fanatic,Green,Olive Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_angel_green,Army Painter,Angel Green,Warpaints Fanatic,Green,Deep Greens,#0C391D,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_eternal_hunt,Army Painter,Eternal Hunt,Warpaints Fanatic,Green,Deep Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_ferocious_green,Army Painter,Ferocious Green,Warpaints Fanatic,Green,Deep Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_greenskin,Army Painter,Greenskin,Warpaints Fanatic,Green,Deep Greens,#136232,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_guardian_green,Army Painter,Guardian Green,Warpaints Fanatic,Green,Deep Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_wild_green,Army Painter,Wild Green,Warpaints Fanatic,Green,Deep Greens,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_barren_dune,Army Painter,Barren Dune,Warpaints Fanatic,Brown,Ochres & Tans,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_burnt_turf,Army Painter,Burnt Turf,Warpaints Fanatic,Brown,Ochres & Tans,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_desert_yellow,Army Painter,Desert Yellow,Warpaints Fanatic,Brown,Ochres & Tans,#C7952C,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_prairie_ochre,Army Painter,Prairie Ochre,Warpaints Fanatic,Brown,Ochres & Tans,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_tundra_taupe,Army Painter,Tundra Taupe,Warpaints Fanatic,Brown,Ochres & Tans,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_wasteland_clay,Army Painter,Wasteland Clay,Warpaints Fanatic,Brown,Ochres & Tans,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_ancient_stone,Army Painter,Ancient Stone,Warpaints Fanatic,Tan,Light Neutrals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_bony_spikes,Army Painter,Bony Spikes,Warpaints Fanatic,Tan,Light Neutrals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dusty_skull,Army Painter,Dusty Skull,Warpaints Fanatic,Tan,Light Neutrals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_pale_sand,Army Painter,Pale Sand,Warpaints Fanatic,Tan,Light Neutrals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_skeleton_bone,Army Painter,Skeleton Bone,Warpaints Fanatic,Tan,Light Neutrals,#D3C89D,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_tomb_king_tan,Army Painter,Tomb King Tan,Warpaints Fanatic,Tan,Light Neutrals,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_daemonic_yellow,Army Painter,Daemonic Yellow,Warpaints Fanatic,Yellow,Yellows,#FADA06,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_demigod_flames,Army Painter,Demigod Flames,Warpaints Fanatic,Yellow,Yellows,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_fiendish_yellow,Army Painter,Fiendish Yellow,Warpaints Fanatic,Yellow,Yellows,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_ice_yellow,Army Painter,Ice Yellow,Warpaints Fanatic,Yellow,Yellows,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_space_dust,Army Painter,Space Dust,Warpaints Fanatic,Yellow,Yellows,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_warped_yellow,Army Painter,Warped Yellow,Warpaints Fanatic,Yellow,Yellows,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_burning_ore,Army Painter,Burning Ore,Warpaints Fanatic,Orange,Oranges,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_flickering_flame,Army Painter,Flickering Flame,Warpaints Fanatic,Orange,Oranges,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_glowing_inferno,Army Painter,Glowing Inferno,Warpaints Fanatic,Orange,Oranges,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_inner_light,Army Painter,Inner Light,Warpaints Fanatic,Orange,Oranges,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_lava_orange,Army Painter,Lava Orange,Warpaints Fanatic,Orange,Oranges,#E65525,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_molten_lava,Army Painter,Molten Lava,Warpaints Fanatic,Orange,Oranges,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_angelic_red,Army Painter,Angelic Red,Warpaints Fanatic,Red,Warm Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_legendary_red,Army Painter,Legendary Red,Warpaints Fanatic,Red,Warm Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_raging_rouge,Army Painter,Raging Rouge,Warpaints Fanatic,Red,Warm Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_resplendent_red,Army Painter,Resplendent Red,Warpaints Fanatic,Red,Warm Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_sacred_scarlet,Army Painter,Sacred Scarlet,Warpaints Fanatic,Red,Warm Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_violent_vermillion,Army Painter,Violent Vermillion,Warpaints Fanatic,Red,Warm Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_bootstrap_brown,Army Painter,Bootstrap Brown,Warpaints Fanatic,Brown,Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_brigandine_brown,Army Painter,Brigandine Brown,Warpaints Fanatic,Brown,Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_command_khaki,Army Painter,Command Khaki,Warpaints Fanatic,Brown,Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_leather_brown,Army Painter,Leather Brown,Warpaints Fanatic,Brown,Browns,#764823,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_paratrooper_tan,Army Painter,Paratrooper Tan,Warpaints Fanatic,Brown,Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_urban_buff,Army Painter,Urban Buff,Warpaints Fanatic,Brown,Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_basilisk_red,Army Painter,Basilisk Red,Warpaints Fanatic,Red,Cool Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_blood_chalice,Army Painter,Blood Chalice,Warpaints Fanatic,Red,Cool Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dragon_red,Army Painter,Dragon Red,Warpaints Fanatic,Red,Cool Reds,#9A1B1E,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_pure_red,Army Painter,Pure Red,Warpaints Fanatic,Red,Cool Reds,#CF2127,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_raging_rose,Army Painter,Raging Rose,Warpaints Fanatic,Red,Cool Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_wyvern_fury,Army Painter,Wyvern Fury,Warpaints Fanatic,Red,Cool Reds,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_buffed_hide,Army Painter,Buffed Hide,Warpaints Fanatic,Brown,Ruddy Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dryad_brown,Army Painter,Dryad Brown,Warpaints Fanatic,Brown,Ruddy Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_fur_brown,Army Painter,Fur Brown,Warpaints Fanatic,Brown,Ruddy Browns,#A14322,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_oak_brown,Army Painter,Oak Brown,Warpaints Fanatic,Brown,Ruddy Browns,#432010,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_ruddy_umber,Army Painter,Ruddy Umber,Warpaints Fanatic,Brown,Ruddy Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_tree_ancient,Army Painter,Tree Ancient,Warpaints Fanatic,Brown,Ruddy Browns,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_alien_purple,Army Painter,Alien Purple,Warpaints Fanatic,Purple,Purples,#50317B,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_cultist_purple,Army Painter,Cultist Purple,Warpaints Fanatic,Purple,Purples,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_hexed_violet,Army Painter,Hexed Violet,Warpaints Fanatic,Purple,Purples,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_kraken_lavender,Army Painter,Kraken Lavender,Warpaints Fanatic,Purple,Purples,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_terrestrial_titan,Army Painter,Terrestrial Titan,Warpaints Fanatic,Purple,Purples,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_violet_coven,Army Painter,Violet Coven,Warpaints Fanatic,Purple,Purples,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_doomfire_drab,Army Painter,Doomfire Drab,Warpaints Fanatic,Pink,Pinks,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_impish_rouge,Army Painter,Impish Rouge,Warpaints Fanatic,Pink,Pinks,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_pink_potion,Army Painter,Pink Potion,Warpaints Fanatic,Pink,Pinks,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_pixie_pink,Army Painter,Pixie Pink,Warpaints Fanatic,Pink,Pinks,#D47A83,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_weird_elixir,Army Painter,Weird Elixir,Warpaints Fanatic,Pink,Pinks,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_wicked_pink,Army Painter,Wicked Pink,Warpaints Fanatic,Pink,Pinks,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_elder_flower,Army Painter,Elder Flower,Warpaints Fanatic,Purple,Desaturated Violets,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_figgy_pink,Army Painter,Figgy Pink,Warpaints Fanatic,Purple,Desaturated Violets,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_forbidden_fruit,Army Painter,Forbidden Fruit,Warpaints Fanatic,Purple,Desaturated Violets,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_moldy_wine,Army Painter,Moldy Wine,Warpaints Fanatic,Purple,Desaturated Violets,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_mulled_berry,Army Painter,Mulled Berry,Warpaints Fanatic,Purple,Desaturated Violets,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_wilted_rose,Army Painter,Wilted Rose,Warpaints Fanatic,Purple,Desaturated Violets,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_diabolic_plum,Army Painter,Diabolic Plum,Warpaints Fanatic,Purple,Magentas,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_diviner_light,Army Painter,Diviner Light,Warpaints Fanatic,Purple,Magentas,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_enchanted_pink,Army Painter,Enchanted Pink,Warpaints Fanatic,Purple,Magentas,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_magecast_magenta,Army Painter,Magecast Magenta,Warpaints Fanatic,Purple,Magentas,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_spellbound_fuchsia,Army Painter,Spellbound Fuchsia,Warpaints Fanatic,Purple,Magentas,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_warlock_magenta,Army Painter,Warlock Magenta,Warpaints Fanatic,Purple,Magentas,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_agate_skin,Army Painter,Agate Skin,Warpaints Fanatic,Flesh,Rose Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_barbarian_flesh,Army Painter,Barbarian Flesh,Warpaints Fanatic,Flesh,Rose Skin Tones,#E89C6C,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_moonstone_skin,Army Painter,Moonstone Skin,Warpaints Fanatic,Flesh,Rose Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_opal_skin,Army Painter,Opal Skin,Warpaints Fanatic,Flesh,Rose Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_pearl_skin,Army Painter,Pearl Skin,Warpaints Fanatic,Flesh,Rose Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_ruby_skin,Army Painter,Ruby Skin,Warpaints Fanatic,Flesh,Rose Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_amber_skin,Army Painter,Amber Skin,Warpaints Fanatic,Flesh,Deep Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dorado_skin,Army Painter,Dorado Skin,Warpaints Fanatic,Flesh,Deep Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_mocca_skin,Army Painter,Mocca Skin,Warpaints Fanatic,Flesh,Deep Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_obsidian_skin,Army Painter,Obsidian Skin,Warpaints Fanatic,Flesh,Deep Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_onyx_skin,Army Painter,Onyx Skin,Warpaints Fanatic,Flesh,Deep Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_quartz_skin,Army Painter,Quartz Skin,Warpaints Fanatic,Flesh,Deep Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_carnelian_skin,Army Painter,Carnelian Skin,Warpaints Fanatic,Flesh,Warm Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_jasper_skin,Army Painter,Jasper Skin,Warpaints Fanatic,Flesh,Warm Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_leopard_stone_skin,Army Painter,Leopard Stone Skin,Warpaints Fanatic,Flesh,Warm Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_tigers_eye_skin,Army Painter,Tiger's Eye Skin,Warpaints Fanatic,Flesh,Warm Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_topaz_skin,Army Painter,Topaz Skin,Warpaints Fanatic,Flesh,Warm Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_tourmaline_skin,Army Painter,Tourmaline Skin,Warpaints Fanatic,Flesh,Warm Skin Tones,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_evil_chrome,Army Painter,Evil Chrome,Warpaints Fanatic,Brass,Metals - Brass,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_rough_iron,Army Painter,Rough Iron,Warpaints Fanatic,Brass,Metals - Brass,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_tainted_gold,Army Painter,Tainted Gold,Warpaints Fanatic,Brass,Metals - Brass,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_true_brass,Army Painter,True Brass,Warpaints Fanatic,Brass,Metals - Brass,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_true_copper,Army Painter,True Copper,Warpaints Fanatic,Brass,Metals - Brass,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_weapon_bronze,Army Painter,Weapon Bronze,Warpaints Fanatic,Brass,Metals - Brass,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_bright_gold,Army Painter,Bright Gold,Warpaints Fanatic,Silver,Metals - Silver,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_cobalt_metal,Army Painter,Cobalt Metal,Warpaints Fanatic,Silver,Metals - Silver,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_death_metal,Army Painter,Death Metal,Warpaints Fanatic,Silver,Metals - Silver,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_gun_metal,Army Painter,Gun Metal,Warpaints Fanatic,Silver,Metals - Silver,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_mithril,Army Painter,Mithril,Warpaints Fanatic,Silver,Metals - Silver,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_plate_mail_metal,Army Painter,Plate Mail Metal,Warpaints Fanatic,Silver,Metals - Silver,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_shining_silver,Army Painter,Shining Silver,Warpaints Fanatic,Silver,Metals - Silver,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_blue_tone,Army Painter,Blue Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dark_blue_tone,Army Painter,Dark Blue Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dark_red_tone,Army Painter,Dark Red Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dark_skin_shade,Army Painter,Dark Skin Shade,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dark_tone,Army Painter,Dark Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_gemstone_red,Army Painter,Gemstone Red,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_green_tone,Army Painter,Green Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_light_tone,Army Painter,Light Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_magenta_tone,Army Painter,Magenta Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_military_shade,Army Painter,Military Shade,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_orange_tone,Army Painter,Orange Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_purple_tone,Army Painter,Purple Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_red_tone,Army Painter,Red Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_rust_tone,Army Painter,Rust Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_sepia_tone,Army Painter,Sepia Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_soft_tone,Army Painter,Soft Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_strong_skin_shade,Army Painter,Strong Skin Shade,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_strong_tone,Army Painter,Strong Tone,Warpaints Fanatic,Metallic,Metallics & Effects,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_artic_gem,Army Painter,Artic Gem,Warpaints Fanatic,,,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_brigadine_brown,Army Painter,Brigadine Brown,Warpaints Fanatic,,,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_dark_rust,Army Painter,Dark Rust,Warpaints Fanatic,,,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_fire_lizard,Army Painter,Fire Lizard,Warpaints Fanatic,,,#D67128,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_fresh_rust,Army Painter,Fresh Rust,Warpaints Fanatic,,,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_greedy_gold,Army Painter,Greedy Gold,Warpaints Fanatic,,,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_hydra_turq_abyssal_blue,Army Painter,Hydra Turq/Abyssal Blue,Warpaints Fanatic,,,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_moon_dust,Army Painter,Moon Dust,Warpaints Fanatic,,,#E8D468,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
army_painter_fanatic_red_copper,Army Painter,Red Copper,Warpaints Fanatic,,,,Active,Flexible Triad / Conversion Chart,,,Added from Army Painter Flexible Triad System and conversion chart
